DATE,USA_BOT,USA_BC,USA_CPI,USA_EXPX,USA_IMPX,USA_CPIC,USA_NFIB
2012-01-26,-46746.5714286,52.6714285714,227.215285714,132.185714286,142.2,3.05714285714,93.5428571429
2012-01-27,-46845.7142857,52.7142857143,227.217857143,132.157142857,142.2,3.0380952381,93.6285714286
2012-01-30,-46944.8571429,52.7571428571,227.220428571,132.128571429,142.2,3.01904761905,93.7142857143
2012-01-31,-47044.0,52.8,227.223,132.1,142.2,3.0,93.8
2012-02-01,-47159.047619,52.8238095238,227.25247619,132.119047619,142.2,2.99523809524,93.8047619048
2012-02-02,-47274.0952381,52.8476190476,227.281952381,132.138095238,142.2,2.99047619048,93.8095238095
2012-02-03,-47389.1428571,52.8714285714,227.311428571,132.157142857,142.2,2.98571428571,93.8142857143
2012-02-06,-47504.1904762,52.8952380952,227.340904762,132.176190476,142.2,2.98095238095,93.819047619
2012-02-07,-47619.2380952,52.919047619,227.370380952,132.195238095,142.2,2.97619047619,93.8238095238
2012-02-08,-47734.2857143,52.9428571429,227.399857143,132.214285714,142.2,2.97142857143,93.8285714286
2012-02-09,-47849.3333333,52.9666666667,227.429333333,132.233333333,142.2,2.96666666667,93.8333333333
2012-02-10,-47964.3809524,52.9904761905,227.458809524,132.252380952,142.2,2.9619047619,93.8380952381
2012-02-13,-48079.4285714,53.0142857143,227.488285714,132.271428571,142.2,2.95714285714,93.8428571429
2012-02-14,-48194.4761905,53.0380952381,227.517761905,132.29047619,142.2,2.95238095238,93.8476190476
2012-02-15,-48309.5238095,53.0619047619,227.547238095,132.30952381,142.2,2.94761904762,93.8523809524
2012-02-16,-48424.5714286,53.0857142857,227.576714286,132.328571429,142.2,2.94285714286,93.8571428571
2012-02-17,-48539.6190476,53.1095238095,227.606190476,132.347619048,142.2,2.9380952381,93.8619047619
2012-02-20,-48654.6666667,53.1333333333,227.635666667,132.366666667,142.2,2.93333333333,93.8666666667
2012-02-21,-48769.7142857,53.1571428571,227.665142857,132.385714286,142.2,2.92857142857,93.8714285714
2012-02-22,-48884.7619048,53.180952381,227.694619048,132.404761905,142.2,2.92380952381,93.8761904762
2012-02-23,-48999.8095238,53.2047619048,227.724095238,132.423809524,142.2,2.91904761905,93.880952381
2012-02-24,-49114.8571429,53.2285714286,227.753571429,132.442857143,142.2,2.91428571429,93.8857142857
2012-02-27,-49229.9047619,53.2523809524,227.783047619,132.461904762,142.2,2.90952380952,93.8904761905
2012-02-28,-49344.952381,53.2761904762,227.81252381,132.480952381,142.2,2.90476190476,93.8952380952
2012-02-29,-49460.0,53.3,227.842,132.5,142.2,2.9,93.9
2012-03-01,-49526.2173913,53.3043478261,227.863173913,132.526086957,142.2,2.9,93.9173913043
2012-03-02,-49592.4347826,53.3086956522,227.884347826,132.552173913,142.2,2.9,93.9347826087
2012-03-05,-49658.6521739,53.3130434783,227.905521739,132.57826087,142.2,2.9,93.952173913
2012-03-06,-49724.8695652,53.3173913043,227.926695652,132.604347826,142.2,2.9,93.9695652174
2012-03-07,-49791.0869565,53.3217391304,227.947869565,132.630434783,142.2,2.9,93.9869565217
2012-03-08,-49857.3043478,53.3260869565,227.969043478,132.656521739,142.2,2.9,94.0043478261
2012-03-09,-49923.5217391,53.3304347826,227.990217391,132.682608696,142.2,2.9,94.0217391304
2012-03-12,-49989.7391304,53.3347826087,228.011391304,132.708695652,142.2,2.9,94.0391304348
2012-03-13,-50055.9565217,53.3391304348,228.032565217,132.734782609,142.2,2.9,94.0565217391
2012-03-14,-50122.173913,53.3434782609,228.05373913,132.760869565,142.2,2.9,94.0739130435
2012-03-15,-50188.3913043,53.347826087,228.074913043,132.786956522,142.2,2.9,94.0913043478
2012-03-16,-50254.6086957,53.352173913,228.096086957,132.813043478,142.2,2.9,94.1086956522
2012-03-19,-50320.826087,53.3565217391,228.11726087,132.839130435,142.2,2.9,94.1260869565
2012-03-20,-50387.0434783,53.3608695652,228.138434783,132.865217391,142.2,2.9,94.1434782609
2012-03-21,-50453.2608696,53.3652173913,228.159608696,132.891304348,142.2,2.9,94.1608695652
2012-03-22,-50519.4782609,53.3695652174,228.180782609,132.917391304,142.2,2.9,94.1782608696
2012-03-23,-50585.6956522,53.3739130435,228.201956522,132.943478261,142.2,2.9,94.1956521739
2012-03-26,-50651.9130435,53.3782608696,228.223130435,132.969565217,142.2,2.9,94.2130434783
2012-03-27,-50718.1304348,53.3826086957,228.244304348,132.995652174,142.2,2.9,94.2304347826
2012-03-28,-50784.3478261,53.3869565217,228.265478261,133.02173913,142.2,2.9,94.247826087
2012-03-29,-50850.5652174,53.3913043478,228.286652174,133.047826087,142.2,2.9,94.2652173913
2012-03-30,-50916.7826087,53.3956521739,228.307826087,133.073913043,142.2,2.9,94.2826086957
2012-04-02,-50983.0,53.4,228.329,133.1,142.2,2.9,94.3
2012-04-03,-50612.35,53.41,228.3529,133.15,142.3,2.89,94.21
2012-04-04,-50241.7,53.42,228.3768,133.2,142.4,2.88,94.12
2012-04-05,-49871.05,53.43,228.4007,133.25,142.5,2.87,94.03
2012-04-06,-49500.4,53.44,228.4246,133.3,142.6,2.86,93.94
2012-04-09,-49129.75,53.45,228.4485,133.35,142.7,2.85,93.85
2012-04-10,-48759.1,53.46,228.4724,133.4,142.8,2.84,93.76
2012-04-11,-48388.45,53.47,228.4963,133.45,142.9,2.83,93.67
2012-04-12,-48017.8,53.48,228.5202,133.5,143.0,2.82,93.58
2012-04-13,-47647.15,53.49,228.5441,133.55,143.1,2.81,93.49
2012-04-16,-47276.5,53.5,228.568,133.6,143.2,2.8,93.4
2012-04-17,-46905.85,53.51,228.5919,133.65,143.3,2.79,93.31
2012-04-18,-46535.2,53.52,228.6158,133.7,143.4,2.78,93.22
2012-04-19,-46164.55,53.53,228.6397,133.75,143.5,2.77,93.13
2012-04-20,-45793.9,53.54,228.6636,133.8,143.6,2.76,93.04
2012-04-23,-45423.25,53.55,228.6875,133.85,143.7,2.75,92.95
2012-04-24,-45052.6,53.56,228.7114,133.9,143.8,2.74,92.86
2012-04-25,-44681.95,53.57,228.7353,133.95,143.9,2.73,92.77
2012-04-26,-44311.3,53.58,228.7592,134.0,144.0,2.72,92.68
2012-04-27,-43940.65,53.59,228.7831,134.05,144.1,2.71,92.59
2012-04-30,-43570.0,53.6,228.807,134.1,144.2,2.7,92.5
2012-05-01,-43859.0434783,53.6173913043,228.823521739,134.126086957,144.195652174,2.68260869565,92.5869565217
2012-05-02,-44148.0869565,53.6347826087,228.840043478,134.152173913,144.191304348,2.6652173913,92.6739130435
2012-05-03,-44437.1304348,53.652173913,228.856565217,134.17826087,144.186956522,2.64782608696,92.7608695652
2012-05-04,-44726.173913,53.6695652174,228.873086957,134.204347826,144.182608696,2.63043478261,92.847826087
2012-05-07,-45015.2173913,53.6869565217,228.889608696,134.230434783,144.17826087,2.61304347826,92.9347826087
2012-05-08,-45304.2608696,53.7043478261,228.906130435,134.256521739,144.173913043,2.59565217391,93.0217391304
2012-05-09,-45593.3043478,53.7217391304,228.922652174,134.282608696,144.169565217,2.57826086957,93.1086956522
2012-05-10,-45882.3478261,53.7391304348,228.939173913,134.308695652,144.165217391,2.56086956522,93.1956521739
2012-05-11,-46171.3913043,53.7565217391,228.955695652,134.334782609,144.160869565,2.54347826087,93.2826086957
2012-05-14,-46460.4347826,53.7739130435,228.972217391,134.360869565,144.156521739,2.52608695652,93.3695652174
2012-05-15,-46749.4782609,53.7913043478,228.98873913,134.386956522,144.152173913,2.50869565217,93.4565217391
2012-05-16,-47038.5217391,53.8086956522,229.00526087,134.413043478,144.147826087,2.49130434783,93.5434782609
2012-05-17,-47327.5652174,53.8260869565,229.021782609,134.439130435,144.143478261,2.47391304348,93.6304347826
2012-05-18,-47616.6086957,53.8434782609,229.038304348,134.465217391,144.139130435,2.45652173913,93.7173913043
2012-05-21,-47905.6521739,53.8608695652,229.054826087,134.491304348,144.134782609,2.43913043478,93.8043478261
2012-05-22,-48194.6956522,53.8782608696,229.071347826,134.517391304,144.130434783,2.42173913043,93.8913043478
2012-05-23,-48483.7391304,53.8956521739,229.087869565,134.543478261,144.126086957,2.40434782609,93.9782608696
2012-05-24,-48772.7826087,53.9130434783,229.104391304,134.569565217,144.12173913,2.38695652174,94.0652173913
2012-05-25,-49061.826087,53.9304347826,229.120913043,134.595652174,144.117391304,2.36956521739,94.152173913
2012-05-28,-49350.8695652,53.947826087,229.137434783,134.62173913,144.113043478,2.35217391304,94.2391304348
2012-05-29,-49639.9130435,53.9652173913,229.153956522,134.647826087,144.108695652,2.3347826087,94.3260869565
2012-05-30,-49928.9565217,53.9826086957,229.170478261,134.673913043,144.104347826,2.31739130435,94.4130434783
2012-05-31,-50218.0,54.0,229.187,134.7,144.1,2.3,94.5
2012-06-01,-50083.2727273,53.9590909091,229.165454545,134.668181818,144.004545455,2.27272727273,94.4954545455
2012-06-04,-49948.5454545,53.9181818182,229.143909091,134.636363636,143.909090909,2.24545454545,94.4909090909
2012-06-05,-49813.8181818,53.8772727273,229.122363636,134.604545455,143.813636364,2.21818181818,94.4863636364
2012-06-06,-49679.0909091,53.8363636364,229.100818182,134.572727273,143.718181818,2.19090909091,94.4818181818
2012-06-07,-49544.3636364,53.7954545455,229.079272727,134.540909091,143.622727273,2.16363636364,94.4772727273
2012-06-08,-49409.6363636,53.7545454545,229.057727273,134.509090909,143.527272727,2.13636363636,94.4727272727
2012-06-11,-49274.9090909,53.7136363636,229.036181818,134.477272727,143.431818182,2.10909090909,94.4681818182
2012-06-12,-49140.1818182,53.6727272727,229.014636364,134.445454545,143.336363636,2.08181818182,94.4636363636
2012-06-13,-49005.4545455,53.6318181818,228.993090909,134.413636364,143.240909091,2.05454545455,94.4590909091
2012-06-14,-48870.7272727,53.5909090909,228.971545455,134.381818182,143.145454545,2.02727272727,94.4545454545
2012-06-15,-48736.0,53.55,228.95,134.35,143.05,2.0,94.45
2012-06-18,-48601.2727273,53.5090909091,228.928454545,134.318181818,142.954545455,1.97272727273,94.4454545455
2012-06-19,-48466.5454545,53.4681818182,228.906909091,134.286363636,142.859090909,1.94545454545,94.4409090909
2012-06-20,-48331.8181818,53.4272727273,228.885363636,134.254545455,142.763636364,1.91818181818,94.4363636364
2012-06-21,-48197.0909091,53.3863636364,228.863818182,134.222727273,142.668181818,1.89090909091,94.4318181818
2012-06-22,-48062.3636364,53.3454545455,228.842272727,134.190909091,142.572727273,1.86363636364,94.4272727273
2012-06-25,-47927.6363636,53.3045454545,228.820727273,134.159090909,142.477272727,1.83636363636,94.4227272727
2012-06-26,-47792.9090909,53.2636363636,228.799181818,134.127272727,142.381818182,1.80909090909,94.4181818182
2012-06-27,-47658.1818182,53.2227272727,228.777636364,134.095454545,142.286363636,1.78181818182,94.4136363636
2012-06-28,-47523.4545455,53.1818181818,228.756090909,134.063636364,142.190909091,1.75454545455,94.4090909091
2012-06-29,-47388.7272727,53.1409090909,228.734545455,134.031818182,142.095454545,1.72727272727,94.4045454545
2012-07-02,-47254.0,53.1,228.713,134.0,142.0,1.7,94.4
2012-07-03,-47192.8571429,53.0047619048,228.704,133.89047619,141.842857143,1.7,94.2571428571
2012-07-04,-47131.7142857,52.9095238095,228.695,133.780952381,141.685714286,1.7,94.1142857143
2012-07-05,-47070.5714286,52.8142857143,228.686,133.671428571,141.528571429,1.7,93.9714285714
2012-07-06,-47009.4285714,52.719047619,228.677,133.561904762,141.371428571,1.7,93.8285714286
2012-07-09,-46948.2857143,52.6238095238,228.668,133.452380952,141.214285714,1.7,93.6857142857
2012-07-10,-46887.1428571,52.5285714286,228.659,133.342857143,141.057142857,1.7,93.5428571429
2012-07-11,-46826.0,52.4333333333,228.65,133.233333333,140.9,1.7,93.4
2012-07-12,-46764.8571429,52.3380952381,228.641,133.123809524,140.742857143,1.7,93.2571428571
2012-07-13,-46703.7142857,52.2428571429,228.632,133.014285714,140.585714286,1.7,93.1142857143
2012-07-16,-46642.5714286,52.1476190476,228.623,132.904761905,140.428571429,1.7,92.9714285714
2012-07-17,-46581.4285714,52.0523809524,228.614,132.795238095,140.271428571,1.7,92.8285714286
2012-07-18,-46520.2857143,51.9571428571,228.605,132.685714286,140.114285714,1.7,92.6857142857
2012-07-19,-46459.1428571,51.8619047619,228.596,132.576190476,139.957142857,1.7,92.5428571429
2012-07-20,-46398.0,51.7666666667,228.587,132.466666667,139.8,1.7,92.4
2012-07-23,-46336.8571429,51.6714285714,228.578,132.357142857,139.642857143,1.7,92.2571428571
2012-07-24,-46275.7142857,51.5761904762,228.569,132.247619048,139.485714286,1.7,92.1142857143
2012-07-25,-46214.5714286,51.480952381,228.56,132.138095238,139.328571429,1.7,91.9714285714
2012-07-26,-46153.4285714,51.3857142857,228.551,132.028571429,139.171428571,1.7,91.8285714286
2012-07-27,-46092.2857143,51.2904761905,228.542,131.919047619,139.014285714,1.7,91.6857142857
2012-07-30,-46031.1428571,51.1952380952,228.533,131.80952381,138.857142857,1.7,91.5428571429
2012-07-31,-45970.0,51.1,228.524,131.7,138.7,1.7,91.4
2012-08-01,-45860.8695652,51.052173913,228.526869565,131.72173913,138.656521739,1.68695652174,91.3913043478
2012-08-02,-45751.7391304,51.0043478261,228.52973913,131.743478261,138.613043478,1.67391304348,91.3826086957
2012-08-03,-45642.6086957,50.9565217391,228.532608696,131.765217391,138.569565217,1.66086956522,91.3739130435
2012-08-06,-45533.4782609,50.9086956522,228.535478261,131.786956522,138.526086957,1.64782608696,91.3652173913
2012-08-07,-45424.3478261,50.8608695652,228.538347826,131.808695652,138.482608696,1.6347826087,91.3565217391
2012-08-08,-45315.2173913,50.8130434783,228.541217391,131.830434783,138.439130435,1.62173913043,91.347826087
2012-08-09,-45206.0869565,50.7652173913,228.544086957,131.852173913,138.395652174,1.60869565217,91.3391304348
2012-08-10,-45096.9565217,50.7173913043,228.546956522,131.873913043,138.352173913,1.59565217391,91.3304347826
2012-08-13,-44987.826087,50.6695652174,228.549826087,131.895652174,138.308695652,1.58260869565,91.3217391304
2012-08-14,-44878.6956522,50.6217391304,228.552695652,131.917391304,138.265217391,1.56956521739,91.3130434783
2012-08-15,-44769.5652174,50.5739130435,228.555565217,131.939130435,138.22173913,1.55652173913,91.3043478261
2012-08-16,-44660.4347826,50.5260869565,228.558434783,131.960869565,138.17826087,1.54347826087,91.2956521739
2012-08-17,-44551.3043478,50.4782608696,228.561304348,131.982608696,138.134782609,1.53043478261,91.2869565217
2012-08-20,-44442.173913,50.4304347826,228.564173913,132.004347826,138.091304348,1.51739130435,91.2782608696
2012-08-21,-44333.0434783,50.3826086957,228.567043478,132.026086957,138.047826087,1.50434782609,91.2695652174
2012-08-22,-44223.9130435,50.3347826087,228.569913043,132.047826087,138.004347826,1.49130434783,91.2608695652
2012-08-23,-44114.7826087,50.2869565217,228.572782609,132.069565217,137.960869565,1.47826086957,91.252173913
2012-08-24,-44005.6521739,50.2391304348,228.575652174,132.091304348,137.917391304,1.4652173913,91.2434782609
2012-08-27,-43896.5217391,50.1913043478,228.578521739,132.113043478,137.873913043,1.45217391304,91.2347826087
2012-08-28,-43787.3913043,50.1434782609,228.581391304,132.134782609,137.830434783,1.43913043478,91.2260869565
2012-08-29,-43678.2608696,50.0956521739,228.58426087,132.156521739,137.786956522,1.42608695652,91.2173913043
2012-08-30,-43569.1304348,50.047826087,228.587130435,132.17826087,137.743478261,1.41304347826,91.2086956522
2012-08-31,-43460.0,50.0,228.59,132.2,137.7,1.4,91.2
2012-09-03,-43455.7142857,50.0142857143,228.653238095,132.257142857,137.780952381,1.41428571429,91.280952381
2012-09-04,-43451.4285714,50.0285714286,228.71647619,132.314285714,137.861904762,1.42857142857,91.3619047619
2012-09-05,-43447.1428571,50.0428571429,228.779714286,132.371428571,137.942857143,1.44285714286,91.4428571429
2012-09-06,-43442.8571429,50.0571428571,228.842952381,132.428571429,138.023809524,1.45714285714,91.5238095238
2012-09-07,-43438.5714286,50.0714285714,228.906190476,132.485714286,138.104761905,1.47142857143,91.6047619048
2012-09-10,-43434.2857143,50.0857142857,228.969428571,132.542857143,138.185714286,1.48571428571,91.6857142857
2012-09-11,-43430.0,50.1,229.032666667,132.6,138.266666667,1.5,91.7666666667
2012-09-12,-43425.7142857,50.1142857143,229.095904762,132.657142857,138.347619048,1.51428571429,91.8476190476
2012-09-13,-43421.4285714,50.1285714286,229.159142857,132.714285714,138.428571429,1.52857142857,91.9285714286
2012-09-14,-43417.1428571,50.1428571429,229.222380952,132.771428571,138.50952381,1.54285714286,92.0095238095
2012-09-17,-43412.8571429,50.1571428571,229.285619048,132.828571429,138.59047619,1.55714285714,92.0904761905
2012-09-18,-43408.5714286,50.1714285714,229.348857143,132.885714286,138.671428571,1.57142857143,92.1714285714
2012-09-19,-43404.2857143,50.1857142857,229.412095238,132.942857143,138.752380952,1.58571428571,92.2523809524
2012-09-20,-43400.0,50.2,229.475333333,133.0,138.833333333,1.6,92.3333333333
2012-09-21,-43395.7142857,50.2142857143,229.538571429,133.057142857,138.914285714,1.61428571429,92.4142857143
2012-09-24,-43391.4285714,50.2285714286,229.601809524,133.114285714,138.995238095,1.62857142857,92.4952380952
2012-09-25,-43387.1428571,50.2428571429,229.665047619,133.171428571,139.076190476,1.64285714286,92.5761904762
2012-09-26,-43382.8571429,50.2571428571,229.728285714,133.228571429,139.157142857,1.65714285714,92.6571428571
2012-09-27,-43378.5714286,50.2714285714,229.79152381,133.285714286,139.238095238,1.67142857143,92.7380952381
2012-09-28,-43374.2857143,50.2857142857,229.854761905,133.342857143,139.319047619,1.68571428571,92.819047619
2012-10-01,-43370.0,50.3,229.918,133.4,139.4,1.7,92.9
2012-10-02,-43403.5,50.3727272727,229.967863636,133.45,139.463636364,1.71363636364,92.8954545455
2012-10-03,-43437.0,50.4454545455,230.017727273,133.5,139.527272727,1.72727272727,92.8909090909
2012-10-04,-43470.5,50.5181818182,230.067590909,133.55,139.590909091,1.74090909091,92.8863636364
2012-10-05,-43504.0,50.5909090909,230.117454545,133.6,139.654545455,1.75454545455,92.8818181818
2012-10-08,-43537.5,50.6636363636,230.167318182,133.65,139.718181818,1.76818181818,92.8772727273
2012-10-09,-43571.0,50.7363636364,230.217181818,133.7,139.781818182,1.78181818182,92.8727272727
2012-10-10,-43604.5,50.8090909091,230.267045455,133.75,139.845454545,1.79545454545,92.8681818182
2012-10-11,-43638.0,50.8818181818,230.316909091,133.8,139.909090909,1.80909090909,92.8636363636
2012-10-12,-43671.5,50.9545454545,230.366772727,133.85,139.972727273,1.82272727273,92.8590909091
2012-10-15,-43705.0,51.0272727273,230.416636364,133.9,140.036363636,1.83636363636,92.8545454545
2012-10-16,-43738.5,51.1,230.4665,133.95,140.1,1.85,92.85
2012-10-17,-43772.0,51.1727272727,230.516363636,134.0,140.163636364,1.86363636364,92.8454545455
2012-10-18,-43805.5,51.2454545455,230.566227273,134.05,140.227272727,1.87727272727,92.8409090909
2012-10-19,-43839.0,51.3181818182,230.616090909,134.1,140.290909091,1.89090909091,92.8363636364
2012-10-22,-43872.5,51.3909090909,230.665954545,134.15,140.354545455,1.90454545455,92.8318181818
2012-10-23,-43906.0,51.4636363636,230.715818182,134.2,140.418181818,1.91818181818,92.8272727273
2012-10-24,-43939.5,51.5363636364,230.765681818,134.25,140.481818182,1.93181818182,92.8227272727
2012-10-25,-43973.0,51.6090909091,230.815545455,134.3,140.545454545,1.94545454545,92.8181818182
2012-10-26,-44006.5,51.6818181818,230.865409091,134.35,140.609090909,1.95909090909,92.8136363636
2012-10-29,-44040.0,51.7545454545,230.915272727,134.4,140.672727273,1.97272727273,92.8090909091
2012-10-30,-44073.5,51.8272727273,230.965136364,134.45,140.736363636,1.98636363636,92.8045454545
2012-10-31,-44107.0,51.9,231.015,134.5,140.8,2.0,92.8
2012-11-01,-43923.2272727,51.8363636364,231.043318182,134.504545455,140.818181818,2.00909090909,92.8136363636
2012-11-02,-43739.4545455,51.7727272727,231.071636364,134.509090909,140.836363636,2.01818181818,92.8272727273
2012-11-05,-43555.6818182,51.7090909091,231.099954545,134.513636364,140.854545455,2.02727272727,92.8409090909
2012-11-06,-43371.9090909,51.6454545455,231.128272727,134.518181818,140.872727273,2.03636363636,92.8545454545
2012-11-07,-43188.1363636,51.5818181818,231.156590909,134.522727273,140.890909091,2.04545454545,92.8681818182
2012-11-08,-43004.3636364,51.5181818182,231.184909091,134.527272727,140.909090909,2.05454545455,92.8818181818
2012-11-09,-42820.5909091,51.4545454545,231.213227273,134.531818182,140.927272727,2.06363636364,92.8954545455
2012-11-12,-42636.8181818,51.3909090909,231.241545455,134.536363636,140.945454545,2.07272727273,92.9090909091
2012-11-13,-42453.0454545,51.3272727273,231.269863636,134.540909091,140.963636364,2.08181818182,92.9227272727
2012-11-14,-42269.2727273,51.2636363636,231.298181818,134.545454545,140.981818182,2.09090909091,92.9363636364
2012-11-15,-42085.5,51.2,231.3265,134.55,141.0,2.1,92.95
2012-11-16,-41901.7272727,51.1363636364,231.354818182,134.554545455,141.018181818,2.10909090909,92.9636363636
2012-11-19,-41717.9545455,51.0727272727,231.383136364,134.559090909,141.036363636,2.11818181818,92.9772727273
2012-11-20,-41534.1818182,51.0090909091,231.411454545,134.563636364,141.054545455,2.12727272727,92.9909090909
2012-11-21,-41350.4090909,50.9454545455,231.439772727,134.568181818,141.072727273,2.13636363636,93.0045454545
2012-11-22,-41166.6363636,50.8818181818,231.468090909,134.572727273,141.090909091,2.14545454545,93.0181818182
2012-11-23,-40982.8636364,50.8181818182,231.496409091,134.577272727,141.109090909,2.15454545455,93.0318181818
2012-11-26,-40799.0909091,50.7545454545,231.524727273,134.581818182,141.127272727,2.16363636364,93.0454545455
2012-11-27,-40615.3181818,50.6909090909,231.553045455,134.586363636,141.145454545,2.17272727273,93.0590909091
2012-11-28,-40431.5454545,50.6272727273,231.581363636,134.590909091,141.163636364,2.18181818182,93.0727272727
2012-11-29,-40247.7727273,50.5636363636,231.609681818,134.595454545,141.181818182,2.19090909091,93.0863636364
2012-11-30,-40064.0,50.5,231.638,134.6,141.2,2.2,93.1
2012-12-03,-40205.7619048,50.4285714286,231.61947619,134.561904762,141.152380952,2.18095238095,92.8333333333
2012-12-04,-40347.5238095,50.3571428571,231.600952381,134.523809524,141.104761905,2.1619047619,92.5666666667
2012-12-05,-40489.2857143,50.2857142857,231.582428571,134.485714286,141.057142857,2.14285714286,92.3
2012-12-06,-40631.047619,50.2142857143,231.563904762,134.447619048,141.00952381,2.12380952381,92.0333333333
2012-12-07,-40772.8095238,50.1428571429,231.545380952,134.40952381,140.961904762,2.10476190476,91.7666666667
2012-12-10,-40914.5714286,50.0714285714,231.526857143,134.371428571,140.914285714,2.08571428571,91.5
2012-12-11,-41056.3333333,50.0,231.508333333,134.333333333,140.866666667,2.06666666667,91.2333333333
2012-12-12,-41198.0952381,49.9285714286,231.489809524,134.295238095,140.819047619,2.04761904762,90.9666666667
2012-12-13,-41339.8571429,49.8571428571,231.471285714,134.257142857,140.771428571,2.02857142857,90.7
2012-12-14,-41481.6190476,49.7857142857,231.452761905,134.219047619,140.723809524,2.00952380952,90.4333333333
2012-12-17,-41623.3809524,49.7142857143,231.434238095,134.180952381,140.676190476,1.99047619048,90.1666666667
2012-12-18,-41765.1428571,49.6428571429,231.415714286,134.142857143,140.628571429,1.97142857143,89.9
2012-12-19,-41906.9047619,49.5714285714,231.397190476,134.104761905,140.580952381,1.95238095238,89.6333333333
2012-12-20,-42048.6666667,49.5,231.378666667,134.066666667,140.533333333,1.93333333333,89.3666666667
2012-12-21,-42190.4285714,49.4285714286,231.360142857,134.028571429,140.485714286,1.91428571429,89.1
2012-12-24,-42332.1904762,49.3571428571,231.341619048,133.99047619,140.438095238,1.89523809524,88.8333333333
2012-12-25,-42473.952381,49.2857142857,231.323095238,133.952380952,140.39047619,1.87619047619,88.5666666667
2012-12-26,-42615.7142857,49.2142857143,231.304571429,133.914285714,140.342857143,1.85714285714,88.3
2012-12-27,-42757.4761905,49.1428571429,231.286047619,133.876190476,140.295238095,1.8380952381,88.0333333333
2012-12-28,-42899.2380952,49.0714285714,231.26752381,133.838095238,140.247619048,1.81904761905,87.7666666667
2012-12-31,-43041.0,49.0,231.249,133.8,140.2,1.8,87.5
2013-01-01,-43198.6521739,49.0434782609,231.247782609,133.791304348,140.165217391,1.79565217391,87.5217391304
2013-01-02,-43356.3043478,49.0869565217,231.246565217,133.782608696,140.130434783,1.79130434783,87.5434782609
2013-01-03,-43513.9565217,49.1304347826,231.245347826,133.773913043,140.095652174,1.78695652174,87.5652173913
2013-01-04,-43671.6086957,49.1739130435,231.244130435,133.765217391,140.060869565,1.78260869565,87.5869565217
2013-01-07,-43829.2608696,49.2173913043,231.242913043,133.756521739,140.026086957,1.77826086957,87.6086956522
2013-01-08,-43986.9130435,49.2608695652,231.241695652,133.747826087,139.991304348,1.77391304348,87.6304347826
2013-01-09,-44144.5652174,49.3043478261,231.240478261,133.739130435,139.956521739,1.76956521739,87.652173913
2013-01-10,-44302.2173913,49.347826087,231.23926087,133.730434783,139.92173913,1.7652173913,87.6739130435
2013-01-11,-44459.8695652,49.3913043478,231.238043478,133.72173913,139.886956522,1.76086956522,87.6956521739
2013-01-14,-44617.5217391,49.4347826087,231.236826087,133.713043478,139.852173913,1.75652173913,87.7173913043
2013-01-15,-44775.173913,49.4782608696,231.235608696,133.704347826,139.817391304,1.75217391304,87.7391304348
2013-01-16,-44932.826087,49.5217391304,231.234391304,133.695652174,139.782608696,1.74782608696,87.7608695652
2013-01-17,-45090.4782609,49.5652173913,231.233173913,133.686956522,139.747826087,1.74347826087,87.7826086957
2013-01-18,-45248.1304348,49.6086956522,231.231956522,133.67826087,139.713043478,1.73913043478,87.8043478261
2013-01-21,-45405.7826087,49.652173913,231.23073913,133.669565217,139.67826087,1.7347826087,87.8260869565
2013-01-22,-45563.4347826,49.6956521739,231.229521739,133.660869565,139.643478261,1.73043478261,87.847826087
2013-01-23,-45721.0869565,49.7391304348,231.228304348,133.652173913,139.608695652,1.72608695652,87.8695652174
2013-01-24,-45878.7391304,49.7826086957,231.227086957,133.643478261,139.573913043,1.72173913043,87.8913043478
2013-01-25,-46036.3913043,49.8260869565,231.225869565,133.634782609,139.539130435,1.71739130435,87.9130434783
2013-01-28,-46194.0434783,49.8695652174,231.224652174,133.626086957,139.504347826,1.71304347826,87.9347826087
2013-01-29,-46351.6956522,49.9130434783,231.223434783,133.617391304,139.469565217,1.70869565217,87.9565217391
2013-01-30,-46509.3478261,49.9565217391,231.222217391,133.608695652,139.434782609,1.70434782609,87.9782608696
2013-01-31,-46667.0,50.0,231.221,133.6,139.4,1.7,88.0
2013-02-01,-46237.15,50.155,231.24055,133.625,139.435,1.695,88.045
2013-02-04,-45807.3,50.31,231.2601,133.65,139.47,1.69,88.09
2013-02-05,-45377.45,50.465,231.27965,133.675,139.505,1.685,88.135
2013-02-06,-44947.6,50.62,231.2992,133.7,139.54,1.68,88.18
2013-02-07,-44517.75,50.775,231.31875,133.725,139.575,1.675,88.225
2013-02-08,-44087.9,50.93,231.3383,133.75,139.61,1.67,88.27
2013-02-11,-43658.05,51.085,231.35785,133.775,139.645,1.665,88.315
2013-02-12,-43228.2,51.24,231.3774,133.8,139.68,1.66,88.36
2013-02-13,-42798.35,51.395,231.39695,133.825,139.715,1.655,88.405
2013-02-14,-42368.5,51.55,231.4165,133.85,139.75,1.65,88.45
2013-02-15,-41938.65,51.705,231.43605,133.875,139.785,1.645,88.495
2013-02-18,-41508.8,51.86,231.4556,133.9,139.82,1.64,88.54
2013-02-19,-41078.95,52.015,231.47515,133.925,139.855,1.635,88.585
2013-02-20,-40649.1,52.17,231.4947,133.95,139.89,1.63,88.63
2013-02-21,-40219.25,52.325,231.51425,133.975,139.925,1.625,88.675
