F_AD,F_AE,F_AH,F_AX,F_BC,F_BG,F_BO,F_BP,F_C,F_CA,F_CC,F_CD,F_CF,F_CL,F_CT,F_DL,F_DM,F_DT,F_DX,F_DZ,F_EB,F_EC,F_ED,F_ES,F_F,F_FB,F_FC,F_FL,F_FM,F_FP,F_FV,F_FY,F_GC,F_GD,F_GS,F_GX,F_HG,F_HO,F_HP,F_JY,F_KC,F_LB,F_LC,F_LN,F_LQ,F_LR,F_LU,F_LX,F_MD,F_MP,F_ND,F_NG,F_NQ,F_NR,F_NY,F_O,F_OJ,F_PA,F_PL,F_PQ,F_RB,F_RF,F_RP,F_RR,F_RU,F_RY,F_S,F_SB,F_SF,F_SH,F_SI,F_SM,F_SS,F_SX,F_TR,F_TU,F_TY,F_UB,F_US,F_UZ,F_VF,F_VT,F_VW,F_VX,F_W,F_XX,F_YM,F_ZQ
77553.15014984555,104961.54056748477,8858.974445056141,302572.5935853852,65347.03235522396,56910.15335381379,19353.77019277843,86689.69766673181,19320.02654981089,51520.49007432863,24334.22786200327,77012.96842881785,158623.727220414,62469.53644504826,42311.049265703434,28381.19141420863,127969.88150155265,160566.9025357572,90088.70665030225,25306.61676664973,250833.01674318945,154262.41914356148,244431.0222316842,135218.74446269032,251815.80598280847,8929.708093596699,73345.68079139803,61518.2304105117,22898.921086143808,40207.296073141755,113956.85267727172,18489.55048298222,131973.51448171146,111550.33283980358,121392.4603254667,162463.8594092913,78129.50388771805,79702.85510874828,27139.45448583181,117739.03671071221,45517.083306369634,52806.72224222536,49317.15096750615,27547.996498173998,99401.09877515913,30709.525080131854,81699.23477181191,71057.48634493098,189274.18518240904,26560.18853494134,72224.34819992787,27160.131313090336,137664.91659501975,24922.619350616755,106902.8719927242,13441.574588344258,21096.405452332074,98109.5239171505,48169.58824812726,53688.40788828945,80655.47142192832,144863.87158072705,111293.15266273651,8844.053654489364,153994.2989379384,16368557.886761563,53860.79561781867,15262.050458559968,132929.20287770254,24996.397403695257,82283.41993113355,39172.91550127348,123970.48184788231,87022.0438132684,42015.848086389306,212537.43818524174,119994.24779990721,131270.5559346666,143262.58870894596,112023.2326629847,127572.11388368782,147281.35754764648,112286.12147730139,18349.447655692966,25356.044193310867,29612.749768430152,124414.92132575464,410452.9715710194
78260.14366891961,105526.08653192031,8894.415738227854,302646.2555557081,65542.45503087164,57478.818721501484,19517.05945563617,86909.28879505827,19359.497268554358,51637.51035385959,24220.952576998818,77583.03753300384,157426.6794241197,62170.676900376755,41122.83814523187,28395.203552140178,128402.194674986,159297.82256971183,89631.559083356,25615.396748561798,250830.46741240533,155145.98321209184,244381.63251452876,135507.40735259617,251787.6652984991,8947.095904633565,73051.60078339481,61939.199259644,22967.663957153552,40357.226625723946,113929.49837714684,18538.00662992847,133514.6240071456,111747.73363194635,121125.62307390803,159910.2389883623,78937.99748013442,79721.29334722814,27475.659152202075,117870.5822641711,45616.46874308868,53579.52967310069,49128.691161560404,27257.541543452655,99043.66553718559,31106.62718738623,82402.20329027844,71476.9938677337,191470.90648659272,26656.035540041034,72844.34806144083,27547.370831705208,138293.00437374902,24934.99737731953,107780.02370377349,13367.60910467193,21395.513791457342,98364.61128157603,48600.51575551803,53490.16228905504,80966.67887103197,145820.44094740867,111689.65022681814,8814.000888129529,155399.6912244844,16468585.650643019,53762.312297284356,15177.401117723348,132815.90620500362,25093.643890777344,83973.59466728367,38680.16274754793,123962.76493390328,87619.12761576663,42186.74498674223,212479.4679410648,119925.81253158502,130316.42403794167,143261.03437680381,111803.32016415236,127462.63605930141,147037.78739083282,112280.93477012169,18174.85369564432,25268.78652695064,29618.99753243381,124371.82186530606,410454.6868883426
78278.70959116328,105779.55940789275,8793.394294425252,305744.93448620517,64375.43403543454,57140.37462708728,19303.838007677154,87021.20606276907,19308.298076631632,51732.311105246925,24266.583732311352,77360.42434404154,157917.04280528857,60991.48315546103,41240.99582769832,28392.159499007288,128809.409217796,159338.22322163265,89633.20191226975,25943.525030235676,250830.97992933245,155195.77691192718,244373.27719823923,135391.0009906239,251787.6899259139,8976.9285454497,72673.46507662165,62242.56333377217,23086.513547947023,40586.625754738685,113957.62959438667,18573.180230945327,132565.10549451684,110391.4831652596,121378.6852326933,160679.75116671433,78344.9379460564,79011.84533805863,27781.850064953956,117885.60432294219,45398.82168962807,52363.60919010464,49155.41019697768,27026.695576767845,96280.55248105692,30772.739963365617,82214.14343816818,71415.97635206481,191727.02084131318,26675.598029886107,72748.831126016,27871.460729,138405.28074437374,24943.754433011563,106847.0858366759,13172.62798079907,21265.62318803001,96701.40886670121,47618.909451084444,53422.07653845018,80077.05324067984,146245.63413069397,111592.5854806288,8791.0327391337,157094.34699597245,16446990.158086993,53306.61001118379,14441.253817189265,132434.2818663849,25084.614824999393,82578.57396928979,38218.151039542274,123973.83254052888,87539.65365869174,41994.04509952164,212511.71863764225,120017.18199050055,130362.58455021461,143377.93581756976,111800.02302922218,127487.42797367714,147250.0396943752,112286.8242279885,17835.564821592903,24809.63278128909,29684.918207177332,123890.71472156743,410454.9887916379
77818.70174042198,107034.39517435075,8753.635917400086,308567.70455461025,63650.42954292865,56719.50715615914,19152.14002096955,86401.35845254608,19626.866510236774,52541.40841458124,24855.335693398098,77512.40858593042,158367.24194086707,59973.01230219386,42378.89783644421,28414.90845828331,130096.075019332,159138.6127012649,90114.81769560157,26550.682988792014,250842.60643515494,153950.36125289483,244352.43038555284,136242.63804142666,251791.41663859657,9028.459145748344,71335.8989482797,62147.60560894514,23360.90821370827,41126.51426148939,114046.06866609135,18768.883329231507,132110.64090450417,109472.51899157128,121565.32160383281,161749.25463695402,77111.31889279312,78297.5184244627,27649.984457284518,117745.36547870826,45281.72929186423,52240.3930284024,48561.839688095075,27231.39727242096,96506.41686728672,30569.615434792166,81464.59798499341,72046.72518427185,191723.6907079008,26766.984304959577,72533.14986298597,27523.745932459202,139692.7303402666,24700.874019390903,107461.10842349348,13211.820465124118,20919.05974391569,97647.75724452308,47699.166180873624,54055.28167853454,78495.64805136964,146373.99328400922,111442.62447113541,8751.139437813194,156871.29113313096,16346235.637218745,53153.04019084701,14404.167058720539,131404.70874151183,25426.61560972685,82679.66834958023,38254.48365980288,123991.19093847516,88470.92553984348,41771.328612862635,212491.16661619596,120244.73251038675,130492.46910423583,143828.5154297278,111828.58619626042,127517.13554891928,147447.72272555684,112298.36250070455,17148.61363306032,24890.539673354764,30040.717840171565,124465.15053998042,410455.3661707175
78415.47890748436,107433.21386529114,8801.870272683187,307828.73802149,65315.50491724372,57558.86331006115,19013.20070409499,86638.94277415561,19457.07553483119,52666.96875639819,24656.334428515518,78043.17519982804,158226.11618487368,61620.88185037271,42214.026082521676,28452.954184056904,130187.29749167047,159510.8923551282,90129.40717934839,26857.709002027983,250845.3706092915,153898.46806806605,244322.580935049,138484.77229089406,251791.9417157348,9025.269355945438,71431.64472950608,62117.127757983966,23502.480816958156,41227.32816901152,113967.44391812285,18874.742481184796,132128.57881232182,110781.90858127234,121360.23390132765,161097.1646281303,78491.79215889986,79081.30920022109,27317.701028398344,117052.03426487096,45227.354947475134,53000.28557867803,49184.200870855326,31078.208654990103,95922.5299931935,30734.579857087912,79959.92139166658,72164.42584109442,194604.29137574832,26856.93352442781,72743.1307770535,27287.847087233808,142035.10038326937,24647.472393376585,108591.23926955521,13111.784792047873,21142.4996407349,99303.54338395054,48420.94396805835,54229.99620816966,79454.14654667617,146355.12527038925,111130.42680288319,8824.803301637821,159141.81378152856,16429290.21502346,51825.81288196611,14389.592041952776,131310.96422134794,25622.242710963186,82954.51765098904,37216.57946535937,123970.09771416042,88856.41983254073,42117.79728834675,212472.1654535159,120026.059662375,130401.17688588542,143096.21938927952,111823.38238016187,127490.56655872901,147291.69899906582,112296.28840050151,15742.395155583936,24386.036524997267,30106.62028910024,126765.1765297362,410456.22766628943
78693.5016400307,107678.8054488596,8739.188909041055,310283.64247097634,64783.13824111201,56683.387595966706,19106.315056820706,87018.56420653983,19473.152187861902,52714.63668470979,25477.687984170232,77958.07409728327,158488.50219002686,61196.944156593396,41687.67477633369,28396.316691980785,130274.28700856422,159320.0673054262,89914.21631722622,27094.50323622147,250846.04926884646,154248.4826699719,244275.56562171795,138831.1644539307,251820.43496463963,9089.540169507594,71269.08490629413,62249.33458508791,23578.828751960496,41142.05390940934,114028.30643789051,18949.423568211976,131767.66064127968,110334.22396431443,121352.93613877504,161735.64172647594,78232.34064848028,78491.88109359259,27687.79427852965,117516.35562851933,45004.05594111516,53159.743098950916,48484.7188342672,30673.183724355036,94136.65062335411,30640.446682753205,81468.10467033219,72046.05842961764,195507.55269158713,26857.85015341587,72911.99772816531,28018.683015105198,142828.86767969636,24503.60496676779,108283.58839902708,13102.410226681932,20928.42218774292,97027.53564271246,48186.327455518185,54398.12432648167,79104.99156155216,145936.94253494678,110858.24721751946,8795.771013446127,160114.1743138656,16400365.181082817,51872.95840347742,14439.318985279773,131963.64265133633,25621.060527522946,82682.1854124837,36942.94493111356,123969.04453976994,89232.02232236815,42165.51318501912,212503.26880531272,120222.0732783612,130558.41413866785,143733.0029901863,111852.15858868243,127593.66945497341,147488.9567547428,112317.24853955628,16227.297435402865,24488.71032911886,30197.682467411505,126274.87349446032,410454.62388031767
78627.98670508139,106290.79112295873,8761.00688565596,304765.7310928797,64571.05296232177,57114.74863504101,19379.221483908572,87371.57624432235,19539.870061816266,52391.83122959948,25396.23077073124,77231.68696729909,157969.56710386256,60572.119863538166,41415.176315527846,28450.50020289073,128741.5770230586,159509.2165315711,89710.10914648772,26854.599033910403,250843.60624158566,155033.64111416272,244226.10901683182,138092.2900544752,251817.2557927471,8964.704703825786,71191.85022350698,62557.672170895385,23283.23750572098,40614.5837257545,114059.79838403093,18696.678357621255,132346.03439636424,110069.50809203288,121504.90666661947,161829.5588360272,78507.13385475165,78689.36827671688,27819.28344498921,117242.27439622552,45738.9266308069,53012.84957420161,45208.48422156689,30925.259386659513,94863.92761669144,30720.927827791536,82593.51955412491,70508.82106061661,194360.4270810226,26891.423639657416,73271.57994257406,28112.193764656055,141862.70052659052,24456.67118510356,108621.10758874795,13126.427860821575,20809.27842660783,99400.81314420627,48426.68005325486,52063.38028240761,79393.1263030825,146288.01622040334,110859.96783943674,8770.029363716116,159741.72957966052,16514938.80290425,52227.615280019076,14116.887071100206,132348.89636569278,25321.32245284081,83318.16316777164,37469.59591368298,123974.10589247326,88163.9628726082,42224.87708229246,212528.59870101695,120344.26987011656,130609.11215425108,144226.31251033553,111857.4808943999,127646.62890853448,147630.88576541276,112316.46448371591,16805.675798220655,24279.3106753434,29901.460014051103,125474.42321924935,410455.93386741675
78746.40741398092,105669.91587549984,8749.760706163961,305474.6859274819,64617.858647095505,57158.48845206494,19070.3215226034,87291.32163668098,19378.51441521862,52114.63117353237,25579.134439133486,77204.37293186416,158392.23954097505,60768.600882630126,41651.131082624226,28527.09000044133,127904.77511124485,159749.12205483174,89730.31476596143,26729.05622222986,250844.16124412935,154670.23522862158,244230.14141689913,137136.69337178778,251819.78753540132,8688.360508842936,71360.09735303013,62661.04276690103,22875.29453717509,39423.916779214516,114114.63812076642,18357.53167451759,132402.2463837134,110157.04683045686,122063.42836027511,162605.30089267984,78890.44089639414,79450.6588906475,27267.33807291395,117583.46751169383,45538.75565690092,52887.114584299496,45333.39572066686,31207.55515836795,94381.76457539145,30651.31527165121,80960.46820662443,70615.22221377934,193266.5511432105,26907.39977913586,73221.8581881815,27712.76227357437,141418.11476687028,24635.195174952976,108240.39306054234,12732.964388769647,21006.83177148718,98773.78639773797,48184.635133718955,52333.52199905657,80711.5740635168,146117.3358746306,110677.04300167435,8665.63449978544,158625.52736954356,16433754.443911327,51494.914016535935,14312.724769522321,132208.94314863096,24906.77532114654,82856.7185338895,37015.71688712299,123994.20486163763,86751.5220154161,42303.72382112215,212556.15357563703,120539.20241884443,130712.71260272057,144989.23015748945,111873.54152538323,127770.11869585418,147904.89222773392,112344.12064586689,17010.793681569172,24414.2916735959,29251.70694821215,124183.00819295032,410443.8510634921
77906.11979029572,106143.16587611612,8730.762532839955,308803.2684249946,64767.60334793139,57543.20927497682,19290.838397827105,87497.7232974175,19281.002360841077,52473.136701330106,25454.363320086683,76732.41466805905,158524.8843747264,61090.85969998609,41717.53010851145,28597.70538171998,128913.30376816532,159417.47093958253,89703.05978445767,26891.40041273927,250818.4365466576,154914.42239771635,244218.00854527703,137281.75026284478,251788.23608912446,8767.110068223668,70204.12945584515,62394.40147610254,23033.170293289644,39738.443092553694,114051.95859754835,18459.67311235092,131502.5021172378,110212.1402801533,122002.07108376408,163176.3724860999,78149.17713413134,79865.6222683632,26850.167958225564,118341.33452900621,44648.12803159332,54048.464638411635,44867.77460136668,31669.87666620198,95053.77338993414,30420.115109876733,80812.33868589338,70619.98433155374,192812.2862461776,26387.90977815614,72714.66344312334,27253.849983488413,141755.1276088988,24756.622172688232,108454.88035783997,12509.544794322273,20908.30705597804,98521.51267625245,47751.8224803676,52667.711244687045,80857.0909147863,146263.05063878236,110719.19507690443,8611.206854797718,157924.15923922468,16356475.08551466,51910.30424947993,14249.71664454983,132256.4028439722,25074.789680579604,82037.55343194609,37071.905608442416,123988.12197150839,87278.48333329086,41397.33786698645,212477.143319008,120493.53387013351,130793.47914420046,144952.4213550519,111884.9134368449,127389.93901803416,147336.5617479368,112211.75480919628,16585.33500488167,23841.788586285467,29378.837445089677,124715.12576292692,410445.0955338236
77061.44869908123,106946.10597312372,8720.11567233688,310054.0204380754,65787.6466680529,58101.83371552093,19215.269238152054,87518.44690495486,19100.73649914017,52577.31357003304,24973.850291516475,76444.86928681437,158589.1164711015,61999.528508693686,41315.0482325452,28603.148330544165,127980.4463037024,159499.41151462038,89848.65297389223,26758.0426356038,250818.22714905272,154648.35291037976,244169.97916018154,137145.14564993652,251819.78873805527,8831.841027348573,70135.14601431965,62040.67916449158,22944.349719398095,39599.49217376528,113989.15529541693,18510.431511935363,131288.74513289443,110654.1788883992,122014.32973748379,163376.5873128273,77822.79738640823,80334.59482321542,26955.808717191092,118716.7660960186,44417.198009056025,53306.331369265106,44720.278293689276,31626.611774053163,94187.13263450096,30447.526082830303,79658.1402287757,70788.15818709649,193669.21621725347,26400.713526992975,72140.65451641352,27284.664217152153,141124.63203935145,24919.93140462779,107556.96712855145,12042.817724324259,20832.61993137376,99319.07129230468,47522.23056832638,52477.379369997594,81723.29004870646,146141.6310400525,110405.25847867108,8605.617473060349,158517.28016225545,16292254.067048969,52308.75580735851,14137.822662026036,132165.8880549821,24856.579525433215,81749.7038626747,37225.26742195714,123988.03371192366,87433.06734771175,41075.734733113335,212446.38893054565,120370.090848795,130797.879022839,144652.2959893234,111904.48850163603,127400.26192496646,147354.78728347665,112215.65310988322,16359.957040681627,23345.551339409838,29513.05830997586,124891.45534861292,410421.920767616
77087.34563389012,105719.3124914017,8627.654145591212,305061.9663784393,65737.84287434329,58129.75777962617,19283.127454888683,88013.61326976688,18730.816121845466,52094.273132393326,24522.506396131557,76628.08650670075,158630.92595395536,62128.57712420961,40390.542449840716,29233.74472603886,127166.86230721469,159523.5641102977,89423.33463291831,26423.209526876064,250818.5354494847,155279.87379231147,244226.81207642282,135486.85046456556,251822.61085845085,8753.71562617956,69208.0912358038,61321.932166164086,22774.961399843552,39298.99191429634,113954.84910939018,18288.09726733348,131553.70254602557,110162.0488635872,121872.32411003976,163629.48351995045,76863.17447266399,80429.69728753896,26646.269651995062,118553.47011473197,44949.04963751055,53245.69539550272,43948.48116909372,30703.62958108943,92111.35413763073,30402.400559221758,78475.22090351852,69579.97670629743,192111.91893091713,26371.65530899612,72403.77786583308,27023.703194484657,138531.75315569615,24478.447197886126,106030.58480593527,11742.218110637596,20826.004110904585,98618.27913484849,47752.832190456196,52195.67540510717,81235.83488557572,146541.17393871024,110164.42559353223,8550.597289482808,157063.20322811656,16374442.777838875,50973.092204743596,14432.887350468362,132333.51659917278,24852.19597659948,81490.11402734848,35710.82077067328,123977.8253890453,86448.62405560291,40982.40677766669,212446.81346388208,120259.7593525678,130821.85272541638,144356.8458348487,111907.72808656386,127412.57611658907,147389.15134359768,112214.0993470662,17425.51672838568,22542.7011770388,29188.10639448827,123371.48060212492,410435.23746322165
76734.48875687762,106427.18006952941,8654.559769077892,307676.8820124007,66978.53809580002,59616.66647164161,19073.126195303645,87873.08338844457,18713.757350008622,52319.48803895814,24757.252979514255,76588.92125142009,158605.19050508976,63487.281617966415,41401.77276252245,28963.51078954127,128912.76390620135,159409.38099657133,89981.80132677904,26757.585820742614,250818.9568760081,154002.75681167087,244138.13773421774,135508.9764827019,251815.88600504716,8821.131734154578,68784.07216593769,61219.58460164055,22926.410671251477,39494.70824088064,113694.92231961261,18391.089076050688,130934.2654758718,111460.77817421562,121494.88015456918,163692.2634108795,75872.73113482,82128.22559821384,26694.517013920475,117999.66566410832,44795.70798514511,53564.35427622348,43578.89685780726,30700.061267521014,92876.79656309627,30224.859253338476,81065.70780344881,69896.4987288497,192269.1185148486,26291.31216465745,71760.60310872948,27189.15747157916,138623.40974189754,24320.09833728304,106536.05034682268,11798.952621705419,20697.80773321081,97972.07105842979,47217.4207494138,52587.193502775204,82658.46971840135,146162.20611194236,109586.37276028111,8614.145168688996,157091.8410670848,16312016.415476624,51337.97169435152,14062.508267912135,131574.9605233363,24965.34566975437,80992.33854492719,36116.49847453803,123968.26032929645,86757.11032241408,41272.61198038829,212255.1177593952,119920.38319962486,130767.45130544789,143576.9144196845,111904.47641062117,127338.38888989322,147270.1828697617,112219.79916861464,17228.652205300627,22701.032105132996,29328.75452758648,123868.23276653819,410434.63617114373
77576.40424772544,106833.98188208776,8724.102678329582,306316.2010414802,69007.76828289244,61150.75710824187,19456.852943142065,88672.49943704931,18727.148651670694,52216.83487308768,25097.880125182674,77634.98834620324,158539.75992619665,65198.0472509805,41356.608135983355,28900.080911916513,128580.53161311024,159610.62581751304,89426.61841332687,25836.130243189236,250819.63530076452,155280.68131446274,244161.80814463456,135378.58320654853,251788.4435443135,8742.639851472044,68087.38077823386,61421.02338480421,22843.512469409758,39606.100344455546,113820.5700514867,18333.089355758686,133740.13535354997,113537.90092991995,120990.6420507007,163244.8632118517,76828.49479011114,84495.20697049017,26506.85708180386,118540.0723204419,44748.388907903885,52938.44089050966,42966.26869408978,30851.03983680455,92833.54824699504,30542.50144907253,80746.87057027167,69523.58307324022,192820.6550632756,26789.362775301135,72248.88897579281,26900.549097987867,138106.01200017286,24585.995731145358,106177.72529079407,11577.422289787737,20668.72184196648,98796.67367433838,48015.700200698084,52611.85459517591,84702.57620935686,146350.9512067699,109383.36924592758,8726.421309373573,157997.70341094647,16367056.462998377,51414.62493596473,14191.904357136857,132466.71948399936,24901.78631411462,82947.09460399185,36390.97064289437,123915.8968076882,86260.24918357692,41570.31893800152,212423.48808058497,120163.34161125343,130767.9227492234,143761.50013230127,111908.65746875793,127271.21209504339,147108.19940071896,112214.25245077671,17109.460374343376,22709.64604335251,29247.505356998267,123818.4252244055,410423.9516037517
76977.83217119172,105156.9714250069,8691.304979829234,302053.22078051686,68099.1431094694,60527.406865309844,19147.60374589858,88360.56813601415,18762.688011167476,51451.865131907645,25403.800995213136,77346.043066999,159139.57185359191,64195.255285925356,40967.29835448922,28581.97197724827,126221.80113203058,160385.1028842618,89530.43697015975,25575.43166942073,250817.07559399903,154737.35944173113,244246.86560356204,131958.30212552327,251816.4591325709,8499.327617376015,69292.26337176326,61732.52186207922,22495.598809334344,38843.631582275135,114099.81558104699,18021.219130526457,133262.15095584127,112624.2002402693,122166.92146279619,165322.54721407453,75690.32315908012,83642.61968309141,26548.1001688002,119383.26713648079,44802.39463815864,52990.47948199731,43448.71065477393,30079.845001322934,92554.32660937379,30173.96589825405,79800.1911212567,68495.82400180592,187953.91854844338,26506.978594115968,71999.29064140524,26596.71993412467,134309.31354943005,24594.942745703313,104676.22740396437,11441.034612310177,20474.997210176465,98148.42255739737,47693.40181035351,52000.743534750014,84225.42128603751,146120.7680493109,109296.08288743101,8654.263058719596,154207.80842383066,16247060.692811126,51438.65491304426,14332.959307333409,132494.10768752755,24447.26909368617,81868.850813385,36771.66463256765,123937.44810994485,84741.85583832597,41706.92189378042,212523.83757177638,120542.79218940534,131074.4953435999,145131.80015795602,111963.38643743767,127536.44407513487,147760.6695380463,112252.42072373106,19025.682735012113,22781.40508724522,28785.832895756776,120361.3740859141,410423.3965987146
76959.50305953555,103843.19704343146,8733.27349230546,297382.0752604078,69367.427847348,61100.21995742867,18901.375385919557,88581.07874678468,18817.455612680737,50660.49979506531,26087.763528589145,77767.68876582448,159091.67985752868,65405.21092126284,40941.353365656636,28533.048980869316,125685.40581127259,160218.5033175451,89068.683469351,25459.726613867268,250818.21300945152,155480.67153299338,244225.73092080466,129394.04233829517,251819.51791376434,8410.195308171595,68716.35218118007,61309.81384719823,22415.716710632547,38843.696734392805,114154.4184462282,17914.90034693566,135177.17559734226,113581.21356560156,121889.80666338989,164998.7557792665,74532.73930020715,84606.80797930213,26531.92338819377,119996.7603979483,44133.770654268235,53478.322114317154,42604.43577852702,29682.390387301362,92077.22518170965,30213.37639766423,78769.78040939276,68559.28288451926,184658.94721300437,26690.390970231794,72370.86742258535,26310.501780353297,131417.0708049558,24646.077308349497,101442.70050566037,11343.399925950323,20389.976733960226,97373.26602379372,47746.54333031329,51801.24645833136,85090.32593570455,146224.92475228032,109610.16928850571,8657.09609823747,151632.30197626306,16196094.835908761,51341.110976863565,14067.175295614776,132754.33649879857,24317.941821956516,83035.96395005297,37675.45419547427,123907.24928398982,83973.8438489984,42005.888545085385,212585.84933473245,120651.23488320743,131044.67866319297,144982.79178770326,111962.79300072441,127487.84401633682,147645.21636074415,112243.54686491878,20021.133405998327,22953.461472958366,28545.49692399948,118128.38665680736,410423.5032652679
77481.84858908951,103177.85668678612,8719.190971114163,294390.9445308568,69240.51419036736,61487.73273957434,18953.32012461142,89161.15145665244,18679.915513912107,50419.01155321259,26354.106683160593,77957.90327740292,159033.52693462832,65344.980054115746,40927.67972442031,28884.871962532543,124939.147262358,160268.29439727293,88663.24388172373,25019.7618921265,250818.84059303944,156462.44393695824,244192.5167984302,132302.3957092163,251791.01745079402,8355.058918861805,67840.06596459133,61210.290761828044,22205.595734575953,38462.73261464946,114006.40332773053,17797.178539943117,135725.10391375318,113350.29956862712,121911.34727825763,165050.77766080352,74509.91314321815,84639.05335433633,26572.210076652882,119182.0772889758,44463.22259097181,54337.11347224207,42168.193948234424,29662.797693880344,91312.88535781938,30246.747674328384,78272.44313653113,68286.03114068625,187857.39005084807,26961.017415478887,72865.82272901607,26764.53721139263,135674.38130211108,24913.4426422965,103428.71397580637,11341.767680518613,20773.368941305198,97487.21434411642,48065.472201704906,51399.166163614056,84327.84472892786,146980.6434370707,109791.18974906935,8669.661464302235,154079.27078139654,16407417.850681825,51286.918323021375,13979.96967097616,132999.91757168475,24140.04903407844,83607.98791929006,37560.996080626974,123904.16539197056,83500.6535859485,42416.56938801977,212486.7012102333,120418.48854782476,131033.23249503045,144540.4360835391,111957.73876351447,127467.4114445865,147662.5111155251,112253.88760350159,19158.257012322258,22675.57211798792,28352.889122791377,121025.39832429726,410434.7560485598
76752.10714897094,103527.54373157772,8707.627644838703,299081.0736574285,68818.23704598725,61729.315640317334,19043.492221629793,88673.44542183298,18675.265192114737,50322.80769634415,25624.222452591253,77688.73893405708,159304.82734537986,64736.9309533254,40997.06898939367,28773.973478448614,126981.95687901867,160216.60251975598,89011.31601600058,25430.502919186565,250823.95576676753,155934.85851536127,244331.8435963694,130339.84436101194,251787.75787451986,8415.38057662568,68395.95135545645,60651.52269301376,22492.935027311836,39006.16907724564,114444.67107972993,17961.66797711583,134610.07790536684,113274.3980971815,122241.555110691,165926.83147606754,75045.104224791,84637.40763127976,27413.00035437293,119223.39866915511,44782.919920387474,55063.59921028062,42213.66933341443,29598.67554667503,89411.6442884853,30004.49922884686,78633.90062776182,69196.52132169239,185160.52183266575,26883.270567713666,72573.76691468128,27237.03203209887,131639.98592725996,24720.58211316482,104145.03221849061,11312.044806885357,20669.449138057138,97216.83236350844,47394.99823965251,51911.904395144105,84213.79287322101,146648.25933643716,109797.48166912679,8615.397856732676,151428.24871040572,16372992.717998438,50828.63693132617,14029.677395338273,132743.30667634576,24480.055229750717,82848.10413653727,37172.325464592264,123870.19350483564,84568.08275097513,42249.072653508476,212691.60220914544,120967.24688333795,131175.4161666404,145772.7729173351,111969.1091267307,127582.72066150382,147907.98203911475,112263.86054395366,19890.056951983373,22456.14018597904,28684.707875002856,119517.7895725672,409303.04979617044
76573.10583384392,103732.98964548984,8647.884905606363,297659.24824261304,68762.19449584612,61307.7418421524,19050.567650074303,88174.1327829765,18646.066595175856,50452.15361310656,25816.430632850872,77464.42811778992,159517.0969035295,64577.446424560454,40295.45795351824,28725.381652170217,126138.15644361482,160181.35171210085,89751.53022120669,24694.148274168,250819.8136756494,154640.9287980048,244264.6550159958,129830.730523911,251818.15356744855,8402.656280705452,69401.25276589542,60549.71942078866,22517.082088920462,38926.619076517396,114260.6630695699,18020.429422912242,132704.7647342682,112416.17330489965,122759.20723337814,165891.99022338368,74953.57156487874,84497.74408473939,27191.03611473084,117534.05727055769,44318.73989913304,55378.857788057474,42322.62626142048,30740.750231662278,89913.77790752772,30018.076879402233,78514.86096823426,69532.67069571531,185638.5933420175,27039.308032753375,72038.30057972648,27159.99814489854,129987.79629966298,24715.5124386625,106256.61865813933,11082.264579334978,21203.087214069063,96821.46407007198,47019.86682518729,51872.60745657568,84300.1207702811,147102.78820022338,109506.51045966252,8585.101012388639,151374.6078667757,16460528.623064274,50772.51730408825,13720.715650257602,131273.67252683843,24566.759572014682,81490.31979141368,37106.91558893682,123760.27837006804,85911.32101753863,41914.23064279847,212547.327603818,120836.39002606343,131235.59961589426,145859.3112091625,111968.7043862231,127695.91105166687,148013.25067812225,112267.20307154767,20602.12882609861,22302.233381123486,28839.55673409664,119462.40749171075,409298.83106977027
76682.40300760203,104390.2132719503,8719.439758711615,302663.11566000356,69149.9972286116,61447.06787191713,19149.43222703138,87832.6538078021,19399.03548436428,50944.500052643714,25637.487664061584,77671.07627008371,159785.69233187882,64755.40123648645,40744.50863136208,28548.625304953606,127913.83847902865,160292.81017932983,89849.97971720996,24927.88686104754,250816.35443928093,154611.5027235232,244234.45859807957,131311.57450293994,251812.47700459696,8482.73600737381,67015.70185883196,61876.015313557546,22670.370887944377,39263.44637163035,114424.77836185331,18239.024087138787,132812.4548952345,113047.52807664034,122910.55846654877,165511.22299287218,75488.23311570555,84994.14520073868,27236.627094278265,117952.48289410464,44468.02760806902,56146.000273906866,41139.919151917464,30546.11805681956,91001.96151349612,30195.363542874995,79441.23542915918,70032.24067221807,187863.6902719616,27165.52936312379,72329.5488287646,27370.45067001153,131827.99874803057,24562.196839322318,107453.59369876978,11299.591336657824,21197.404495936677,94728.60686729346,46840.30048137532,52288.682446340856,84404.7107563279,146925.0610247162,109902.5898226966,8655.393951438276,152419.4077249373,16364919.239775287,52084.34385509587,13755.576967429442,131496.43626368907,24620.77981820932,81836.97170101349,38290.72704020619,123762.1556688211,86066.65680531388,41642.18037953451,212601.68716996576,121106.39904109351,131282.42116411717,146691.56481769425,111977.95271203062,127714.54929101982,148117.0322406219,112277.93241965631,19316.312600750352,22518.900888348882,29152.26049868916,120834.66141872105,409241.57220657624
