F_AD,F_AE,F_AH,F_AX,F_BC,F_BG,F_BO,F_BP,F_C,F_CA,F_CC,F_CD,F_CF,F_CL,F_CT,F_DL,F_DM,F_DT,F_DX,F_DZ,F_EB,F_EC,F_ED,F_ES,F_F,F_FB,F_FC,F_FL,F_FM,F_FP,F_FV,F_FY,F_GC,F_GD,F_GS,F_GX,F_HG,F_HO,F_HP,F_JY,F_KC,F_LB,F_LC,F_LN,F_LQ,F_LR,F_LU,F_LX,F_MD,F_MP,F_ND,F_NG,F_NQ,F_NR,F_NY,F_O,F_OJ,F_PA,F_PL,F_PQ,F_RB,F_RF,F_RP,F_RR,F_RU,F_RY,F_S,F_SB,F_SF,F_SH,F_SI,F_SM,F_SS,F_SX,F_TR,F_TU,F_TY,F_UB,F_US,F_UZ,F_VF,F_VT,F_VW,F_VX,F_W,F_XX,F_YM,F_ZQ
74133.78279373853,110314.7327833912,8739.796033733375,307618.22293028113,78905.84038505888,67354.68407488074,17905.925718079932,82870.28557532695,18011.82661513833,53164.27070512615,25071.679646559922,76256.22597776381,159454.82087071918,74045.10654521534,41793.707245780315,29303.307891097124,128988.94405580599,163149.42107504862,94397.6130762154,26847.328865726762,250793.34848917133,146893.06419647063,243862.7895001233,135570.96218405606,251846.33793322253,8013.513162527385,75686.9673186447,59878.67529581679,23890.383125506578,41819.91124586682,113527.870809575,18946.27702423852,125434.72743085343,121645.54038731437,123125.75644184156,177666.18933777884,74269.95496379581,92590.20327249894,29181.103824401405,113511.1974670928,43373.38650087545,59719.36069655057,42809.903453718594,30655.491863356,110539.00052298207,25767.936237226535,97547.62547132194,76010.7934002424,195497.47711036057,24986.43354016402,67879.56123706256,29246.56387876654,141654.13781752676,22370.67739850258,111328.30459775377,12244.85019912491,24122.148939615745,95395.12813841023,43026.18872159675,55137.30029128341,89740.27635940097,144447.25619911865,110872.20026629823,7915.715790009386,164194.19297798327,16175981.784575034,44107.05285257564,13659.945256927882,126934.07279713267,25966.997733443746,81084.97880377388,32979.110016299615,123916.47576590204,85780.3217375251,36000.317143144595,211794.05092913963,120141.44272413233,132145.10885258103,144968.45774459152,112080.3571189692,128266.60091746756,149227.6924738365,112321.6465220456,15756.277144074744,24914.699553397808,30284.30531589562,121578.45252071624,408521.2902923393
73476.84705643875,109148.89057235615,8570.480476455989,305677.15345019416,77061.75438950531,66079.94643150002,17704.850351142097,82464.08179210193,17375.14850139561,52632.854548214804,24853.182018052707,76002.49365146295,159582.300027954,73892.47361973634,41318.90253295272,29442.10508878171,127847.34269008027,163272.58898357683,94720.13771297857,26541.689679024537,250783.31657882727,146246.1648652754,243844.63922054876,135603.38630182086,251850.49926645355,7913.501690580278,75869.94689643323,58543.86291194445,23657.531492807608,41315.95430417483,113392.13254305847,18715.903476017775,124259.15869389489,119834.16072136021,123376.3256626093,178016.32830742144,73530.33392527376,90614.63396919996,28635.780251198754,113346.60687120064,42012.737760066964,59320.80271154396,42871.5696025514,29724.386530046657,111511.34391760053,25571.231957820346,98686.93862576308,74926.66834569935,195207.8745697602,24838.680283348935,67153.48615917406,28668.594503021573,142245.58627502294,22845.54254039231,109632.12968353405,11968.682423591774,25090.846586750402,93255.120955337,40620.688831482374,54708.742595707925,87888.76343087756,144230.93533448642,110823.07040076236,7819.797679158684,165380.2612560033,16101946.05562769,43524.9880384232,13081.70461176595,126677.8603182698,25676.367617644693,79744.83936008983,32775.47778127126,123923.67685707133,85139.0165797229,35724.27272246607,211716.73413824584,120069.54651911448,132252.0264031422,144928.82005501317,112118.81111383939,128339.7883321968,149288.1952953965,112330.74556607539,15960.215214415246,23869.749543956652,30046.603415210673,121353.82713117752,408519.3465020167
73924.4507574263,109808.13402030476,8581.90657441227,307488.9590605191,77731.14210960838,66728.94008507233,17571.9525687933,82799.79800382427,17645.22755655555,53159.70215868148,24546.36322928452,76249.57641050701,159785.9287462576,74113.29146988854,41279.946718438965,28956.562132509214,127737.5884122384,163178.2297806826,94380.54030305408,26816.764829668155,250794.69111093946,146612.6664496813,243869.31438821036,135163.629499881,251820.86986993154,8006.303871171279,76192.22934718136,59153.21620530597,23787.67836124633,41267.43306340933,113602.68434195305,18907.78987543009,125402.64809086504,119752.72364210713,123163.96430634764,178068.79902809652,73016.60751370603,91423.92787119208,28749.278931738267,113601.65843725314,42144.754226315476,58426.875318898776,42580.08930099657,30427.718271938928,112393.03288051429,25724.772807402478,99190.14815623971,75088.16825372487,196007.10521975104,25467.342671067825,67563.78372066667,28600.267499307844,140887.41181296756,23176.046346438132,108707.83675448074,11949.695195391214,25197.21984299978,93700.59258042136,42330.716953578696,54998.96355001358,88455.0250369636,144433.61771489677,110800.46800711924,7869.8012428152515,166264.97722209297,16108503.939678174,43290.711257898096,12850.155155789598,126772.42071991361,25707.46376454042,80505.57898060024,32524.163658874993,123906.37072030752,86251.08060070754,36222.012172825125,211795.14018728287,120346.30436401891,132147.62108784728,145422.58789524648,112060.73212205879,128359.12285017919,149338.9424889804,112324.96376640855,15957.375499009588,24484.02953536368,30337.509029585417,121011.40212739953,408540.49785570434
73913.63199268712,109745.82879613685,8582.159003061068,307504.32594110887,78205.57108557611,66694.65639875432,17571.699276286257,82798.67115342226,17643.71344855672,53149.375243828814,24546.2775952067,76259.61323195408,159785.43293078453,74127.72465743899,41310.69163511512,28957.707896453037,127729.99505939671,163212.48861920356,94363.15320100007,26817.225668726336,250794.92753534188,146614.19802740074,243868.5258390766,135159.9215342058,251819.61742247824,8011.507650774096,76188.48877319979,59152.28776720533,23779.635574991305,41271.55662488251,113600.42930613804,18920.663718866163,125390.99194555073,119757.22613567574,123167.62831553152,177992.08380323747,73023.41939134072,91292.55656094837,28749.931697978787,113601.23622076688,42135.701290398705,58423.4086888158,42580.03539056539,30433.247595786223,112439.30667633751,25725.272968412406,99190.41362715424,75062.11300557203,196018.30232535393,25467.76285728323,67558.1811173746,28598.503048560495,140895.4297233661,23174.060520304694,108697.43161985974,11949.125455674246,25193.889956602277,93694.59246969788,42337.28116411837,55027.16004136395,88444.44370452708,144433.746677336,110801.28924699209,7869.060433793758,166263.51752508612,16108077.133826837,43286.46432384284,12847.791427079375,126772.72890923035,25707.46376454042,80494.91031864441,32524.373226802058,123903.69373885737,86362.66993420392,36224.00031881533,211796.27163566963,120341.99936015073,132147.96449927363,145422.46297852253,112060.81364244326,128358.83499144064,149334.8012084312,112324.85841477866,15972.877410056757,24484.012663154634,30347.87277945515,121011.40212739953,408539.19823806995
73958.27023311431,110556.34109441758,8542.206610478243,311127.5391098447,77200.74534310635,67084.34371868345,17488.084258068462,82956.94237186507,17642.36046360304,53528.335811901954,24742.5530101115,76182.82669646874,159723.88528411384,72744.84507001069,40833.7536938441,28562.562811932847,128609.96802791931,163297.46536829622,94173.1246883009,27349.760305691336,250804.8961416545,146910.9567089064,243844.0366827708,136277.96967950586,251847.34774545155,8045.942711279056,76122.52223846556,59667.56255054496,23834.006789193612,41539.35195189891,113573.58915185386,18991.225826772672,125721.7277517186,119356.52594754875,123413.40421211494,178633.71863025168,70892.26600042652,91577.98951862118,28292.335742049603,113526.91772429358,41148.67981296461,58586.895842801256,42552.61624960367,30430.713434080742,112486.01643955131,25465.99343510536,99150.83780673642,75427.3408024984,197319.7995794349,25768.236800891867,67998.07034345265,28350.133549541555,142697.6832861267,23764.56158749622,108540.6470394753,12186.722479494698,25366.822354558404,94698.14674530266,42383.029214274466,55549.806955459826,89044.57076315564,145052.97245993494,110676.22248870609,7874.385193627325,167763.82815137925,16159028.363820026,42960.536159055104,12845.59679545572,126612.1771739348,25876.103709005674,80682.08421395985,32394.436620564305,123890.38287729802,86618.85403915026,36581.881940340485,211717.9832444221,120344.3476012254,132134.22830342333,145580.84026479168,112045.85406293158,128307.2997287894,149356.89206290434,112315.57239569258,15406.810192915933,25202.758303912462,30473.102643863553,121699.28021002149,408549.9332513896
74371.00668574701,110747.7505053711,8601.92525283045,311771.24774665193,76701.30282928371,66305.62253597434,17756.128261192433,83406.74292388505,18051.242795768845,53711.890060928024,24596.397442528996,76479.98376766748,159975.88458169217,73689.48123268639,42207.46763742021,28475.637829809537,129250.54389809592,163433.9869492225,93752.93947240466,27533.864154981115,250805.66005320588,147605.01656910154,243860.6513208416,137486.10681472352,251847.30048152566,8045.616682311445,75960.68650296841,60176.64097035303,23897.10052679397,41739.909016610014,113637.5835685738,19005.114445067466,125596.06168381232,119924.97903402132,123373.46570037636,178579.9744921439,70330.68097808023,91052.20581078151,28583.00657598471,113703.89993125736,42849.24083932559,57985.86748932226,42630.05228377473,30255.396699005716,112556.3265598632,25855.49586164319,99129.2080652261,75449.83218716401,199194.2752773552,26019.35688476612,68479.43964186961,28531.983912947668,144697.5470879759,23966.69993151364,109269.29953155747,12148.190441173207,25285.761874586224,94977.81458218109,42595.52301330637,55869.37925048511,88019.28864247771,145208.7221287889,110865.23384735404,7899.685532614602,169596.8249747568,16216459.863447625,44780.7451397806,12875.588194091357,127032.41106572133,25878.930155796897,80701.57217469507,33723.9708783439,123885.30491383835,86563.0893150697,36765.16165348145,211780.25157689722,120377.82152125999,132203.41330465273,145980.24775867682,112065.59380454248,128340.66169247791,149438.93422054072,112316.26019472876,14632.917741406263,25627.803304349596,30487.90894012711,122365.6286017043,408565.9133399758
74728.95016180974,111445.8290223484,8617.15540472831,313265.1674958048,78117.91781489494,67197.48911667103,17629.379790284453,83136.56122830376,17702.820068525092,53914.54353041755,24410.45902489244,76410.18894074064,159673.83137541608,73765.24149736647,42639.76025846973,28360.945473596395,130122.4037424085,163266.9182456823,93783.05814467267,27788.364366775386,250806.14280299016,147704.9223081511,243841.09582444082,138699.18263335992,251849.89557433364,8114.531462385931,75669.86242826788,59877.72056185993,24071.836340794333,42214.449256739426,113406.99140260126,19137.92326629272,125966.41842842598,120527.58413250941,123216.02046954603,177373.35838195015,71648.99503601843,92256.28340313479,28222.717935015018,113334.84740953162,43386.66205939881,56990.75721166584,42588.08202656867,29075.861682007802,112612.49158620465,25792.48457145227,101367.27569845166,76314.53219567006,201126.2008334673,25792.66332284264,68461.25477084906,28283.592116108222,146055.1970956726,24260.065830321204,111006.29234902635,12028.815307303375,25413.634192382262,96116.7214641088,42917.188673538985,56299.54416314342,89585.22876440414,145540.76042874216,111064.77741517182,7969.49724295546,170508.00671181112,16275263.625714626,43684.49540416659,12762.105067465185,126835.06082076726,26250.981035960493,81175.0382165643,32762.616902870654,123922.2907384842,87462.80126952332,36917.29834019603,211700.95562357575,120142.90783479792,132145.48268095843,145195.68918756902,112046.97793715999,128317.63693103856,149310.57371282607,112322.041654304,13792.111933617656,25302.79433354526,30682.39903172051,124012.28071748088,408564.61933137587
74756.68410771289,111924.10397466099,8569.052086020238,314795.3526305659,78801.19036220318,68001.73046294245,17729.314765291332,83315.765405417,17404.787059110287,54322.7924252496,24899.362349241164,76328.06857340342,159622.8469409158,74006.29213350726,43025.45744202341,28383.367425480013,131335.69976272716,163053.94141071197,93837.88560895894,27993.641717171653,250806.3788338076,147521.30863968687,243827.1328879902,139147.21885333763,251821.71960839492,8054.676024134121,75965.66845208351,59454.925591576,24232.806426052768,42572.86115639332,113364.73902519459,19246.393644436703,125434.06434096575,119232.65365737687,122988.6154807327,177177.11698378637,70752.80858868724,93383.87287466638,27873.093341660046,112869.30737697461,43263.10466325498,57514.529544378915,42285.70771872366,27959.791320833203,114319.10162234482,26288.683312203615,101846.13654468577,76249.32528539248,200983.34164528275,26237.205557471025,68425.37004106886,27852.709598236263,146052.52588472143,23737.036938178087,111408.37676007807,11961.865895415607,24993.25221650244,93471.52602875482,42621.85275509271,56457.51896191896,90362.65788251345,145547.60908969125,110813.37827130016,8062.106251211891,169493.38453193096,16345205.488678604,43682.65063954886,12783.770300209928,126722.52768094324,26397.815323448325,80635.43713980015,33040.87625861283,123886.56567829457,87634.75475347468,37280.04932815335,211613.76068762547,120083.31138104938,132051.7297184009,145092.39432559823,112032.20910009375,128255.5728078795,149199.9907932047,112321.15098783326,14342.113408308604,24505.117226457063,30778.556663541152,124765.59166480761,408562.56482631416
73743.13882910687,110686.42481155127,8348.872453158698,309944.2803156299,73783.77235248743,64044.59792383253,17367.705512526598,82804.9925562745,17052.17777271412,53448.45393544839,24695.485326789752,75850.55781505261,159398.8535796712,68904.9348835133,42220.522171468045,28590.610167985655,130271.05413689493,163284.80596686422,94515.84892750152,27894.156795056137,250806.60563345512,146554.26376850076,243850.09547900443,138080.80923435494,251817.1756469072,7965.496701454874,74660.4079221107,58952.69453295472,24032.703596176594,42078.726000668845,113530.23413698559,18997.60071928264,124195.60715000669,113904.63347365882,122995.08699234876,178035.59645542054,68431.54297314424,88817.6120979765,28233.778159521684,112064.60090155159,42212.33060705166,55907.39504466985,41621.82362828282,21152.86387824128,115168.2811986413,25818.544409222155,102102.13124317802,75256.24250667433,199238.17481884337,26006.876553734157,67601.15378331662,28189.68238168578,145107.25856897217,23800.215079867157,110014.23310535934,11985.703221139791,25075.544654308353,92907.55687158227,41613.16064694601,56275.64099652569,86338.79345631943,145184.3239251807,110659.58834004992,7977.337968321962,168260.6544733125,16356994.03620838,42561.10059655246,12682.250173764773,126223.36240733483,26300.92338059494,79535.59987634877,32795.009802385204,123899.25738033863,86614.22100882107,36565.00168819935,211662.3173566237,120253.20356288228,132105.67021212465,145524.78317899577,112027.80910585339,128265.58082774458,149213.2423958026,112314.73327107297,14852.911190155532,23555.24021493165,30366.195058189864,123573.1250444733,408559.8875233663
74070.34297376231,111416.58700209305,8395.565422671325,312091.2199270899,73936.93377816073,64424.15633224507,17294.52201976067,82838.7796734408,17327.273466100763,54040.087236793595,24741.0792705127,76053.6041820423,159460.6356417202,69048.87447188178,44218.2350200088,28696.27647255241,131036.89688121332,163324.34023194434,94528.47389420621,28209.717377015673,250804.72487844413,146584.74322760964,243834.69213822676,139289.8768856153,251844.38310925127,7994.934636115354,75463.56380601382,59252.59755560344,24173.03036255016,42241.11100628732,113443.0410314943,19161.986216454156,124782.84846877943,115120.22362827271,123238.2728503451,177806.7543324595,69339.63725764255,89152.8400085654,27826.634983499906,111574.84495490973,42030.31997195542,56845.00997024484,42161.73084297438,21732.40347791668,115707.0464320399,25813.296864210864,100703.52176310215,75967.23788408209,199607.48770972036,26160.423184837822,67885.73907862148,27722.78053921274,147898.96846628963,23810.537790125505,111616.55417482174,12055.271036677,25125.883206927363,94460.06791613746,42414.13063133684,56243.07796004995,86512.46530571746,146189.86246404223,110594.33240097447,7988.936778837717,168595.79235292278,16407476.920897713,42643.320056230834,12377.245505664352,125389.63903877028,26495.987994684732,80165.7994638654,32776.07380243334,123899.71341878068,87956.02415320241,37236.797605849955,211596.98257088647,120217.51124260787,132126.48750554942,145302.3957681088,112027.21877239144,128316.19860118598,149346.42816196365,112327.11188734848,14287.711367834872,24173.409914655156,30613.701396603814,124517.85899981449,408546.31832428166
74183.50816628193,111872.37670288242,8365.672327460928,313037.0065509927,74543.33589561388,64804.71500326252,17089.761671337357,82979.84082433574,17094.526388680257,54354.24610232193,24930.558847958902,76054.04640138961,159550.51276525928,69528.72808401188,43752.25626967231,28596.928842413545,131417.72358638592,163554.66554190783,94513.55178726983,28154.633087672726,250795.88337144515,146624.0769866983,243844.2262014643,139572.07603853202,251816.88643963065,7975.77052353695,75415.82848511921,58848.73866969106,24200.612292391903,41861.15036695164,113610.94554367912,19189.8612200622,124125.67024198295,115739.60762391317,123300.14228753578,178248.51384608258,69271.84212927488,89772.38474735917,27349.910647811826,111757.94216100866,41435.839494395834,56147.2488999758,41820.034619618025,22238.69513726843,114703.20407398435,25982.169593336603,99784.042318648,76092.21285027848,199937.40137707067,26227.656817284293,67725.4434038579,27342.18120791507,148077.14704115747,24010.038219705242,112960.4737628303,12077.103282552962,25315.600045057996,93167.49478352474,41683.12449814948,56011.70362272566,86393.4512113423,146167.78513149466,110535.47655038528,7955.348162060279,168597.89039749646,16396119.80563804,41817.54360469845,12305.198263693772,125421.95295124823,26526.94790212691,79440.63885058253,32291.495080925815,123884.59494604354,88281.66474619292,37280.76732083052,211663.81127056427,120397.12851043971,132211.32720597717,145753.8100428516,112028.4739649498,128394.55234398937,149455.90292886386,112337.10129158424,14244.194986087014,24742.823464289268,30709.158798303517,125076.60445370291,408542.53334175854
74286.57728951192,111615.57999412398,8281.458600208904,314061.730936703,71781.96254630375,62961.23050870179,16934.169068889256,83035.30403958517,17140.292103412554,54106.731784573436,24107.8411780307,76211.1077212661,159154.60169922817,66944.50128224105,43813.22119409226,28539.516191209914,132104.5603384789,163351.3341423694,94216.17302752125,28379.811895848477,250806.11646180888,147079.35660955918,243845.93287667813,139243.371256258,251820.7360694395,7994.521800054276,76222.05165391699,58953.58580281751,24151.746729359205,42022.258178284945,113407.0081043993,19131.525784719375,124194.57679688469,112714.7553725588,123046.55673842669,177668.37565138686,69137.44106557741,86711.46426300253,27602.925346683343,111821.43271294935,41585.313606758304,55971.6938722279,42869.278827352886,21743.393097883392,114816.39285239074,25947.59250559145,97902.71949844787,75328.22544898746,198509.57131685593,26349.629864501392,67872.66679019033,27393.669023061448,146810.53253071394,24046.228796215943,113007.27350552821,11844.41109485806,25620.136061965528,91241.73123569664,41486.22128327178,55973.61818095608,82466.7024541341,145803.61711705072,110790.83191617065,7994.457348301897,167625.32110415376,16441046.417733042,42423.829954534674,12487.356685142846,126119.29452198482,26555.549763703955,79557.62196170515,32756.242879118196,123883.072607873,88164.22627231092,37512.06436979847,211574.82849376881,120190.78097859833,132115.69477128002,145124.424899893,112012.98459251894,128266.45018684216,149163.26042868497,112324.92389548843,14213.068450936747,24340.073732618323,30567.91898473124,125265.00986031789,408543.36623277696
73951.07304586754,111955.81545771894,8272.916090017992,317126.9680037339,71918.18802814806,63151.342803265165,16946.269740132706,82166.46621866645,17337.713841925968,54343.489846928525,23983.133776986913,75913.980769045,159452.0654783391,66803.4431178025,44037.267061974584,30109.727965157108,134153.7328497797,163399.91161784722,94678.70718361187,28522.579306339045,250806.46886311477,146453.1664500324,243827.1553238254,139918.88551845634,251820.21158458048,8010.565057341242,75648.7233982083,59253.33589505709,24246.5548544866,42916.473220913664,113406.64488761681,19220.48004454662,122921.11637732733,112597.26749788715,123414.12679368124,177868.237740188,68721.08702774209,87079.39318738395,27432.09926261627,111235.98111549362,41232.329555340504,54914.16653722718,43477.56710855264,20992.45665615503,116352.96766018066,26014.329943939618,97939.10176836218,75773.4043043142,199521.05921564004,26238.5005836657,68005.2114523954,27158.072280401324,148590.5936891439,23994.721931067124,114264.57390372042,11842.254372028401,25737.698413929545,90836.12368554594,41156.244838239625,56179.51376785826,82809.82425312855,145583.44279043813,111360.24608733704,7950.387350035052,168300.475125878,16456100.530216997,42891.17282619563,12436.448428472917,125785.70620622455,26643.253585970146,78547.38332450771,32758.46570853445,123902.72383467665,88163.38936152997,37353.52966367301,211507.79880565198,120143.12199713638,132131.44322830666,145089.37896605296,112017.9993086154,128325.5168832677,149414.8707019115,112325.77423112448,13971.751206503703,24780.77596919043,30629.367346038234,125543.57557542487,408495.2585562231
73990.11012773604,112605.57114025495,8296.874192977775,318604.14199694764,72673.79862418861,63479.52723879715,17161.25554937913,81917.09844875334,17382.820798780038,54386.392214714484,23429.073983054164,75943.5757905236,159440.13167115708,67369.1726861944,44005.519918592894,30252.97325820118,134162.06732068537,163480.9535981273,94847.05475199067,28717.16075392758,250820.98359447095,146005.29777618367,243813.76962899845,140169.6145147932,251820.79449301283,7980.545813980834,77127.04163538256,59353.39682285473,24291.90608172387,43157.588493097355,113383.93118266677,19304.25136171219,122648.88235015766,113468.78351134041,123783.47271181086,177741.46935532364,68802.79786305243,88046.7933900494,27258.266159773848,111225.51997729861,40748.266189439564,54348.7892596326,44417.67181744319,20903.03686470083,117271.01483909412,26044.637142558346,100244.72934891364,76146.2299746006,199998.93919782847,26213.938252332704,67958.08507774571,27118.14930038317,148253.12558708934,23641.02293506505,114511.88840703902,12039.806590774346,25447.894916845602,90403.55902281533,41252.30454953554,56014.01351427667,83934.60776933172,145386.80304650814,111656.46716942619,7896.397719226372,168587.49737076007,16435263.38576829,43067.3275801367,12387.476958777203,125785.69761337693,26684.846155105304,78055.64618262224,32567.4021169481,123933.41343098966,89107.2201479388,37328.134684567696,211513.83526215245,120089.55892723925,132157.84339306637,144809.8975404608,112027.7052327174,128358.65050684706,149498.1099300727,112331.2591915527,13973.629977717681,24636.73228938628,30761.048846762405,125914.87580925817,408519.3892718109
73651.82677653301,112755.99784298782,8288.409801985166,316482.45349269244,72444.6565680513,63883.90708614346,17001.18821188254,81532.02372572327,17588.415475438163,54080.80446091732,22921.860037920087,75464.93570805204,159440.3061464621,67561.27404040072,43837.186053638026,29779.697830503508,133150.17925146432,163730.41967764532,94996.49510023791,28616.318803070393,250804.0845439314,146027.69505689948,243855.66954009762,139655.07143535133,251821.0438446093,7957.378647506129,77248.9914974252,59559.971051027904,24186.878164793638,42650.0658166903,113559.31405497414,19212.11126694932,122090.63092591328,113447.70390346888,124130.68282515937,178546.12953134582,67670.23657630169,88056.71990317528,27868.996004069006,111557.03503166928,40935.42189211445,52865.85751304978,44201.16453994214,21078.058399840764,116129.59440473827,25983.856016889866,98793.28258450926,76234.71616736225,200923.7029476181,26039.52319286141,67457.20688384329,27400.701356999725,147566.6091862865,23716.087347336095,113736.60978126296,11859.618646572233,25484.859097302,86419.53125661972,40529.95686529176,55943.97335626157,84139.04174036646,145269.6116656345,112038.20153344284,7803.968831761875,169738.5903225931,16371414.21883487,43225.251925706056,12256.380443197468,125741.18306621668,26528.644528898476,76587.29038671816,32598.46258854338,123928.24564492566,89114.69970331561,36488.92003587119,211614.20858339133,120322.71155327339,132201.29410041173,145353.52232091757,112026.52975878333,128366.25582709267,149535.74920440424,112325.44699641393,14183.01136505069,25128.42836738652,30772.256860309073,125388.49053762096,408527.81469347095
74283.2130940387,113164.17420623807,8353.354303787464,313186.8071410209,72959.93646700194,64596.668390681785,17209.788569738248,82323.04634128448,17765.02090847252,53768.4194443104,23135.413443651956,76233.01327781091,158985.19577895463,67935.75059558786,43243.10272752407,29273.912376094555,132421.30400990703,163144.0445496014,94225.1646863977,28745.604088270065,250804.61713099334,147288.33535244464,243890.73387968814,139510.445798003,251821.23205741664,7987.011569735555,77160.928106161,59775.91432546263,24177.041340323678,42095.843320822714,113369.55314931825,19163.026624907667,122921.5379563974,114164.52892711622,123656.21063690254,177044.86903745082,68705.36400016613,88614.45634963992,27695.384024687522,112549.1279631539,41718.24622025298,53066.49501889288,44027.86487038184,20619.459111509826,113725.47274564995,26517.205270058566,95882.46933750682,76063.53209159945,199778.5235811743,26099.439411185544,68152.91236458099,27381.313502344427,147573.6193265486,23862.46940561374,112905.4615494366,11913.077533412477,25666.36916825744,88977.17501787368,41649.376357709276,55851.216743360834,84915.74981946309,145332.57316913953,111734.44698794022,7850.3908006073825,169280.75398235716,16344550.01450967,43390.71555609417,12440.231142621647,126606.5939246512,26549.93100652165,77850.33155740541,32457.10267473184,123901.39216445324,89403.06226838806,37002.47963996599,211576.62314175643,119926.17438338889,132039.5336966984,144300.8695933307,112009.1081172459,128275.56446002459,149193.45133724765,112314.5469216087,14228.58139205191,25671.948570866505,30731.902396219994,125236.95649234095,408545.64981501125
73922.26271702071,113039.46682512842,8353.800357013546,313769.9035512438,73354.52331844279,65158.79989550216,17080.54907311423,82151.51178600756,17856.31968474209,53701.28507861199,22976.91940384478,76045.0638344383,158955.05938723404,67709.08454078533,43197.12721970731,29346.608578951906,132099.18429524644,162679.8803832577,94392.71998913834,28808.17448176873,250817.50046349282,146776.34374340394,243906.04659199668,139900.0096284615,251821.3610992138,7996.178570317432,77073.19692050274,59775.22564152052,24032.539664185857,41778.83091407894,113077.10150763491,19174.947941544557,122592.90519812601,114371.62457315435,123353.6445002419,175836.75778677617,68595.78275281962,89203.57049558396,27104.87713636244,112701.78556733615,42077.712785110794,52402.38640957364,44166.63743050051,21194.04617525667,111859.56315886942,26448.803738165097,96344.10276926731,75878.0763094007,199795.71991460948,26254.51304930409,67947.19799975256,27082.13492210938,148551.5082828006,24035.37198648941,112320.05957454127,11905.695913056312,25180.06036143269,90605.39941043715,41833.107788038964,56183.85471479459,85673.61256070112,144995.28647106228,111640.98014616118,7904.61572026114,169575.85542284662,16294491.82215794,43311.36397095639,12383.966039488787,126503.70261028092,26518.103357231495,77360.53615682083,32543.406753766612,123885.93051845593,89409.3480533427,36842.17778831015,211455.92887721752,119466.9701241111,131845.6681015096,142992.00737922,111971.6205266957,128187.12692318589,148992.4938171782,112309.98512632868,14113.387342219432,25571.782033948046,30787.25702935831,125189.26456870945,408518.0361878783
74234.65584940478,113474.61761799209,8375.191456003602,316239.3766999624,73568.4584363834,65630.45318910637,17240.053479266113,82430.38020582756,17618.28846913065,54313.533099282984,22598.863383222324,76070.33478783627,159054.54227153017,68087.1536888826,43252.75679473338,29896.86803808017,133384.9747767888,162895.654791296,94319.57543145231,28998.68212956303,250816.5454259957,146659.63456693222,243943.31233687446,140512.32996264548,251821.41563425327,8209.288123855036,76709.75947298846,59663.88378728089,24223.316697703554,42600.307544471485,113191.71601918421,19325.61826714431,122418.26538928795,115669.89416000227,123360.00577600616,176770.38294916556,70108.91902966081,89705.60987615131,27214.177735664587,112876.7595469972,41807.62503623435,53667.572565906725,44008.63444817264,21160.637623652456,112620.86273757587,26766.044211163196,97241.25913044407,76545.80112213852,198357.90249120942,26297.198434011545,68070.62818117891,27311.328559527115,148678.84977782302,24055.776940092343,112843.76386035404,11834.70307370725,24434.864237788286,90805.16213907875,41932.46462325932,55879.25686112959,86042.31532018856,145058.33910713883,111238.04457427832,7873.81902693945,167699.90842891292,16237761.018073244,43778.07999354077,12513.134962736858,126378.54866146184,26655.80503421579,77914.25381270816,32650.05792621152,123875.37290390549,89616.47218641877,37375.026795063204,211459.7197548032,119512.46889174056,131928.15621773945,143094.6021354802,111983.76579108517,128199.92710908352,149073.54892644173,112316.14909725013,13899.681019692971,25419.304553314512,31049.219891597822,126200.53872610434,408515.42620165227
74549.68281376835,113373.64970434028,8480.543017988333,317226.3877267512,74277.84944776243,66015.32982773497,17392.142515294436,82718.4522937191,17978.289773313736,54685.09033530898,22456.103402856705,76776.56137992277,159215.2719563177,69169.88123910445,43896.23832568621,29806.10253174649,133644.1972438689,162711.33568173245,93993.75632947107,29253.551658242293,250796.31880391063,147136.61141524272,243928.36279934907,141441.14977571694,251820.9167083787,8151.854911330948,76616.78136655438,59776.21899923191,24272.079813255263,42492.271907262824,113128.4014066281,19426.823538228266,124297.10533898014,116505.96966025053,123362.29247313699,176309.0923684129,71557.78100756905,90605.42737831801,27562.193935446747,113136.66028544256,41841.39325165613,53236.311815210094,44280.01377962067,21694.224790274024,115540.46291365345,27044.301505348354,96048.74164149596,76155.48914470283,198890.86870894677,26552.377623753473,68389.34646064517,27616.632368997474,149710.3152921053,24050.781597304976,112993.00937639787,11962.5355777674,24721.123148142677,92967.26083805888,42483.121620795006,56011.735395924836,87046.58229349088,145314.3563990735,111273.28988817013,7929.972534895259,168199.54779852525,16284123.414152939,43921.8402860411,12520.853888328971,126630.1282205247,26595.075667648693,78521.63072659847,32868.49575397626,123863.1973184931,90249.67625698844,37828.537027138926,211396.9732421625,119438.94285509351,131812.9451684674,143098.87511905728,111948.39536105763,128219.96299881603,149143.8030632696,112320.76438552419,13863.003766323915,26899.220738130894,31156.64261956816,127020.0468957121,408513.3773690938
